booking_id,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,arrival_date,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests
HB-070633,City Hotel,1,46,2025,June,25,20,2025-06-20,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,90.0,0,0
HB-097614,City Hotel,0,3,2024,September,37,15,2024-09-15,0,3,2,0.0,0,SC,AGO,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,161.33,1,2
HB-084247,City Hotel,0,11,2024,February,7,14,2024-02-14,2,5,1,0.0,0,BB,AGO,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,79.0,0,0
HB-028791,Resort Hotel,0,27,2024,October,41,10,2024-10-10,1,0,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,58.0,0,1
HB-076060,City Hotel,1,364,2023,October,42,16,2023-10-16,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,6.0,,0,Transient-Party,101.5,0,0
HB-075736,City Hotel,1,312,2023,August,34,25,2023-08-25,0,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0
HB-023872,Resort Hotel,0,16,2024,April,18,29,2024-04-29,2,5,1,0.0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,71.0,,0,Transient,33.15,0,0
HB-075856,City Hotel,1,337,2023,September,38,19,2023-09-19,2,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,60.0,0,0
HB-044774,City Hotel,0,99,2023,October,41,10,2023-10-10,2,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,89.25,0,3
HB-003070,Resort Hotel,0,42,2023,November,46,13,2023-11-13,0,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,I,1,No Deposit,240.0,,0,Transient-Party,0.0,0,2
HB-024072,Resort Hotel,0,107,2024,May,18,5,2024-05-05,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243.0,,0,Contract,48.18,0,0
HB-107385,City Hotel,0,20,2025,March,10,8,2025-03-08,0,4,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,203.0,0,1
HB-117128,City Hotel,0,352,2025,July,30,27,2025-07-27,0,3,2,1.0,0,BB,NLD,Online TA,TA/TO,0,0,0,B,A,2,No Deposit,9.0,,0,Transient,90.05,0,1
HB-102127,City Hotel,0,60,2024,November,47,20,2024-11-20,2,1,2,1.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,9.0,,0,Transient,109.8,0,0
HB-043939,City Hotel,1,88,2023,September,39,26,2023-09-26,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,170.0,0,0
HB-066325,City Hotel,1,75,2025,April,16,17,2025-04-17,1,2,2,2.0,1,BB,PRT,Direct,Direct,0,0,0,G,G,0,No Deposit,,,0,Transient,255.0,0,0
HB-055898,City Hotel,1,106,2024,August,34,24,2024-08-24,0,4,3,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,152.1,0,0
HB-118762,City Hotel,0,164,2025,August,34,18,2025-08-18,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,168.0,,0,Transient,89.1,0,0
HB-046469,City Hotel,1,150,2024,January,1,2,2024-01-02,2,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,21.0,,91,Transient,101.0,0,0
HB-065656,City Hotel,1,62,2025,April,14,6,2025-04-06,0,3,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,135.0,0,0
HB-088013,City Hotel,0,92,2024,April,17,24,2024-04-24,2,3,2,0.0,0,HB,FIN,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,97.41,0,1
HB-024062,Resort Hotel,0,73,2024,September,39,26,2024-09-26,3,7,2,0.0,0,BB,IRL,Direct,Direct,1,0,0,D,D,0,No Deposit,,,0,Transient,82.0,0,3
HB-025188,Resort Hotel,0,182,2024,June,24,11,2024-06-11,2,5,2,0.0,0,BB,DNK,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,253.0,,0,Transient,54.9,0,0
HB-048191,City Hotel,1,91,2024,March,12,18,2024-03-18,0,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,29.0,,20,Transient,75.0,0,0
HB-078659,City Hotel,0,0,2023,October,41,11,2023-10-11,2,1,2,0.0,0,BB,BRA,Direct,Direct,0,0,0,A,D,1,No Deposit,,,0,Transient,114.0,0,0
HB-043332,City Hotel,0,72,2023,September,38,18,2023-09-18,0,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,108.0,0,0
HB-105677,City Hotel,0,14,2025,February,7,13,2025-02-13,1,0,1,0.0,0,BB,KOR,Direct,Direct,0,0,0,A,A,2,No Deposit,14.0,,0,Transient,98.0,0,1
HB-100100,City Hotel,0,277,2024,October,43,21,2024-10-21,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,96.3,0,2
HB-013585,Resort Hotel,1,19,2025,August,34,21,2025-08-21,1,0,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,1,No Deposit,240.0,,0,Transient,260.0,0,1
HB-005734,Resort Hotel,1,236,2024,May,19,12,2024-05-12,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,315.0,,0,Transient-Party,48.0,0,0
HB-005002,Resort Hotel,0,187,2024,April,15,11,2024-04-11,3,7,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240.0,,0,Transient,108.0,0,2
HB-020092,Resort Hotel,0,0,2024,March,12,23,2024-03-23,0,1,1,0.0,0,BB,PRT,Online TA,Direct,1,0,7,A,A,0,No Deposit,314.0,,0,Transient,42.4,0,0
HB-009793,Resort Hotel,1,48,2025,January,1,2,2025-01-02,1,4,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,250.0,,0,Transient,47.8,0,2
HB-083633,City Hotel,0,4,2024,February,6,7,2024-02-07,2,0,2,0.0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,87.0,0,0
HB-035888,Resort Hotel,0,41,2025,April,18,30,2025-04-30,2,2,2,0.0,0,BB,IRL,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,,0,Transient,95.0,0,0
HB-095439,City Hotel,0,156,2024,August,33,14,2024-08-14,2,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,115.25,1,1
HB-044594,City Hotel,1,210,2023,October,40,8,2023-10-08,1,3,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,12.0,,0,Transient-Party,86.0,0,0
HB-002842,Resort Hotel,0,76,2023,November,44,1,2023-11-01,2,3,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,156.0,,0,Contract,55.04,0,0
HB-046171,City Hotel,0,6,2023,December,51,20,2023-12-20,1,0,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9.0,,0,Transient,77.25,0,0
HB-023174,Resort Hotel,0,72,2024,April,15,9,2024-04-09,2,6,1,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,96.0,,0,Transient-Party,36.0,0,0
HB-003956,Resort Hotel,0,103,2024,February,6,9,2024-02-09,0,2,2,0.0,0,HB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,332.0,,0,Transient-Party,50.0,0,0
HB-053264,City Hotel,1,350,2024,June,25,17,2024-06-17,0,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,29.0,,0,Transient,130.0,0,0
HB-053570,City Hotel,1,172,2024,June,26,24,2024-06-24,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,34.0,,0,Transient-Party,95.0,0,0
HB-026693,Resort Hotel,0,12,2024,August,31,4,2024-08-04,1,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,236.0,0,0
HB-104326,City Hotel,0,6,2025,January,2,10,2025-01-10,0,1,3,0.0,0,BB,PRT,Complementary,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,0.0,0,1
HB-031783,Resort Hotel,0,1,2025,January,1,4,2025-01-04,0,2,1,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient-Party,43.0,0,0
HB-028355,Resort Hotel,0,235,2024,September,38,18,2024-09-18,4,8,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,F,E,0,No Deposit,241.0,,0,Transient,89.78,0,2
HB-034369,Resort Hotel,0,181,2025,March,12,19,2025-03-19,2,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,,0,Transient,36.0,1,0
HB-116406,City Hotel,0,142,2025,July,29,16,2025-07-16,2,2,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,89.1,0,1
HB-029145,Resort Hotel,0,1,2024,October,42,15,2024-10-15,2,5,2,0.0,0,HB,AUT,Groups,Corporate,0,0,0,E,A,0,No Deposit,,,0,Transient,54.43,0,1
HB-050443,City Hotel,0,139,2024,April,18,30,2024-04-30,2,5,2,0.0,0,BB,FIN,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,11.0,,0,Transient,104.21,0,0
HB-057436,City Hotel,1,418,2024,September,39,26,2024-09-26,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21.0,,223,Transient-Party,75.0,0,0
HB-067387,City Hotel,1,82,2025,May,18,3,2025-05-03,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,29.0,,0,Transient,130.0,0,0
HB-000040,Resort Hotel,0,70,2023,July,26,2,2023-07-02,2,3,2,0.0,0,HB,ROU,Direct,Direct,0,0,0,E,E,0,No Deposit,250.0,,0,Transient,137.0,0,1
HB-107123,City Hotel,0,39,2025,March,10,5,2025-03-05,2,1,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,75.0,0,0
HB-024455,Resort Hotel,0,99,2024,May,20,15,2024-05-15,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,8.0,,0,Transient,52.56,0,0
HB-078084,City Hotel,0,18,2023,October,40,2,2023-10-02,0,1,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,82.39,0,1
HB-024164,Resort Hotel,0,468,2024,May,19,12,2024-05-12,0,2,2,0.0,0,HB,FRA,Groups,TA/TO,0,0,0,A,D,0,No Deposit,249.0,,0,Transient,69.0,0,0
HB-001103,Resort Hotel,1,51,2023,August,33,14,2023-08-14,0,2,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,232.0,0,1
HB-098910,City Hotel,0,0,2024,October,40,4,2024-10-04,0,3,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,103.5,0,2
HB-012421,Resort Hotel,1,154,2025,June,26,28,2025-06-28,2,7,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241.0,,0,Transient,196.0,0,0
HB-104099,City Hotel,0,9,2025,January,1,2,2025-01-02,1,3,2,1.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,116.15,0,0
HB-100377,City Hotel,0,5,2024,October,43,26,2024-10-26,0,1,2,0.0,0,BB,PRT,Complementary,Direct,0,0,0,E,F,0,No Deposit,,,0,Transient,0.0,0,2
HB-113584,City Hotel,0,15,2025,June,23,7,2025-06-07,0,2,1,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,484.0,,0,Transient-Party,130.0,0,0
HB-114451,City Hotel,0,119,2025,June,25,19,2025-06-19,1,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,95.76,0,0
HB-034365,Resort Hotel,0,337,2025,February,8,23,2025-02-23,8,20,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,E,E,1,No Deposit,,,0,Transient,46.4,0,1
HB-040515,City Hotel,0,25,2023,July,30,27,2023-07-27,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0
HB-013929,Resort Hotel,0,66,2023,September,39,25,2023-09-25,4,8,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,3,No Deposit,,,0,Transient,53.0,1,1
HB-024879,Resort Hotel,0,123,2024,May,22,31,2024-05-31,2,5,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,171.0,,0,Transient,68.4,0,0
HB-044682,City Hotel,1,66,2023,October,41,9,2023-10-09,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21.0,,0,Transient-Party,75.0,0,0
HB-065382,City Hotel,1,68,2025,April,14,1,2025-04-01,2,5,2,0.0,0,HB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,162.0,0,0
HB-076404,City Hotel,0,273,2023,July,29,17,2023-07-17,0,2,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,6.0,,0,Transient-Party,87.0,0,0
HB-102115,City Hotel,0,215,2024,November,47,21,2024-11-21,1,1,1,0.0,0,BB,BEL,Groups,Corporate,0,0,0,A,D,1,No Deposit,,233.0,0,Transient,75.0,0,0
HB-091807,City Hotel,0,192,2024,June,26,24,2024-06-24,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,34.0,,0,Transient-Party,95.0,0,0
HB-050137,City Hotel,1,146,2024,April,17,24,2024-04-24,2,0,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,26.0,,50,Transient,95.0,0,0
HB-014863,Resort Hotel,1,207,2023,September,39,26,2023-09-26,1,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,1,1,0,A,A,0,No Deposit,208.0,,0,Transient,34.0,0,0
HB-044892,City Hotel,1,193,2023,October,41,15,2023-10-15,0,3,2,0.0,0,BB,,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,12.0,,0,Transient,65.0,0,0
HB-051376,City Hotel,1,316,2024,May,20,19,2024-05-19,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0
HB-109193,City Hotel,0,2,2025,April,14,5,2025-04-05,0,3,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,150.0,0,0
HB-085451,City Hotel,0,41,2024,March,11,13,2024-03-13,2,1,2,0.0,0,BB,POL,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,,193.0,0,Transient-Party,85.67,0,0
HB-115308,City Hotel,0,1,2025,July,27,3,2025-07-03,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,118.0,0,0
HB-095906,City Hotel,0,6,2025,July,29,18,2025-07-18,0,3,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,18,A,A,0,No Deposit,,40.0,0,Transient,65.0,0,1
HB-046549,City Hotel,0,24,2024,January,1,6,2024-01-06,0,2,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,89.0,0,0
HB-116817,City Hotel,0,141,2025,July,29,20,2025-07-20,2,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,137.7,0,0
HB-024333,Resort Hotel,0,4,2024,May,20,14,2024-05-14,2,2,2,0.0,0,BB,GBR,Corporate,Corporate,0,0,0,D,D,1,No Deposit,,110.0,0,Transient,85.5,0,2
HB-063342,City Hotel,1,580,2025,February,6,9,2025-02-09,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0
HB-079596,City Hotel,0,34,2023,October,43,25,2023-10-25,2,3,2,1.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28.0,,0,Transient,90.0,0,1
HB-078360,City Hotel,0,23,2023,October,40,8,2023-10-08,0,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,K,0,No Deposit,7.0,,0,Transient,0.0,0,1
HB-063406,City Hotel,1,24,2025,February,7,11,2025-02-11,0,1,1,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,88.2,0,1
HB-077548,City Hotel,1,21,2023,September,39,30,2023-09-30,0,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient,170.0,0,0
HB-108462,City Hotel,0,46,2025,March,12,21,2025-03-21,2,5,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,102.73,0,0
HB-017485,Resort Hotel,0,0,2023,October,41,12,2023-10-12,0,0,2,1.0,0,BB,PRT,Corporate,Corporate,1,0,0,A,I,0,No Deposit,,,0,Transient,0.0,0,0
HB-098770,City Hotel,0,16,2024,October,40,2,2024-10-02,2,1,1,0.0,0,BB,CYP,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,150.0,0,Transient,95.0,0,0
HB-076045,City Hotel,1,336,2023,September,38,18,2023-09-18,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,6.0,,0,Transient-Party,101.5,0,0
HB-078936,City Hotel,1,14,2023,October,44,30,2023-10-30,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,B,B,0,No Deposit,9.0,,0,Transient,107.17,0,1
HB-015874,Resort Hotel,0,5,2024,September,38,19,2024-09-19,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,2,A,C,0,No Deposit,,103.0,0,Transient,65.0,0,0
HB-032595,Resort Hotel,0,3,2025,January,5,27,2025-01-27,1,2,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,,0,Transient,35.11,0,1
HB-023143,Resort Hotel,0,33,2024,April,15,9,2024-04-09,2,5,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,171.0,,0,Transient,36.53,0,0
HB-071384,City Hotel,1,230,2025,July,27,4,2025-07-04,0,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,107.1,0,1
HB-096944,City Hotel,0,33,2024,September,37,9,2024-09-09,0,2,2,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.1,0,3
HB-088161,City Hotel,0,61,2024,April,18,30,2024-04-30,1,1,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,B,1,No Deposit,85.0,,0,Transient,89.75,0,1
HB-036175,Resort Hotel,0,257,2025,May,19,9,2025-05-09,0,4,2,0.0,0,HB,GBR,Groups,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient-Party,101.0,0,0
HB-048952,City Hotel,1,72,2024,April,14,3,2024-04-03,2,1,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,87.3,0,0
HB-023322,Resort Hotel,0,56,2024,April,16,15,2024-04-15,2,5,2,0.0,0,HB,NLD,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,71.0,,0,Contract,59.5,0,0
HB-115072,City Hotel,0,133,2025,June,26,28,2025-06-28,0,3,2,0.0,1,SC,NOR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient-Party,108.0,0,2
HB-008862,Resort Hotel,1,161,2024,October,42,17,2024-10-17,1,1,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,68.0,0,0
HB-079956,City Hotel,0,17,2023,November,44,3,2023-11-03,0,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,90.95,0,1
HB-043476,City Hotel,1,24,2023,September,38,18,2023-09-18,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,124.0,0,1
HB-094362,City Hotel,0,29,2024,August,31,2,2024-08-02,0,1,2,1.0,0,BB,FRA,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,162.0,0,2
HB-091624,City Hotel,0,59,2024,June,25,22,2024-06-22,0,2,2,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.9,0,2
HB-080659,City Hotel,0,32,2023,November,47,20,2023-11-20,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,119.0,,0,Transient-Party,73.0,0,0
HB-051164,City Hotel,1,79,2024,May,20,14,2024-05-14,2,1,3,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,159.3,0,0
HB-073280,City Hotel,1,213,2025,August,34,18,2025-08-18,0,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,100.8,0,1
HB-059585,City Hotel,1,197,2024,October,44,29,2024-10-29,2,1,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,96.3,0,0
HB-075337,City Hotel,1,311,2023,August,34,24,2023-08-24,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient-Party,62.0,0,0
HB-104029,City Hotel,0,259,2024,December,52,28,2024-12-28,2,5,2,1.0,0,BB,CHE,Online TA,TA/TO,0,0,0,B,A,3,No Deposit,9.0,,0,Transient,73.41,0,3
HB-034283,Resort Hotel,0,26,2025,March,11,14,2025-03-14,0,5,1,0.0,0,HB,DEU,Direct,Direct,0,0,0,E,E,1,No Deposit,,,0,Transient-Party,65.0,0,0
HB-074002,City Hotel,1,293,2023,August,31,6,2023-08-06,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Contract,62.0,0,0
HB-071811,City Hotel,1,26,2025,July,28,13,2025-07-13,0,1,3,0.0,0,BB,TWN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,210.0,0,1
HB-064829,City Hotel,1,66,2025,March,12,17,2025-03-17,1,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,97.2,0,0
HB-024101,Resort Hotel,0,31,2024,May,19,8,2024-05-08,2,2,3,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40.0,,0,Contract,101.4,0,0
HB-010110,Resort Hotel,1,19,2025,February,7,13,2025-02-13,1,0,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,,0,Transient,78.0,0,3
HB-038349,Resort Hotel,0,168,2025,July,28,11,2025-07-11,0,4,3,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,410.0,,0,Transient,143.55,0,0
HB-045467,City Hotel,0,58,2023,October,44,30,2023-10-30,0,2,2,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,66.53,0,1
HB-094635,City Hotel,0,110,2024,August,31,1,2024-08-01,1,5,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,129.3,1,1
HB-032018,Resort Hotel,0,8,2025,January,3,14,2025-01-14,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,68.0,0,1
HB-061843,City Hotel,1,113,2024,December,52,27,2024-12-27,0,3,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,114.9,0,0
HB-103448,City Hotel,0,13,2024,December,51,19,2024-12-19,1,5,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,88.4,0,2
HB-108090,City Hotel,0,51,2025,March,12,17,2025-03-17,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,73.37,0,1
HB-100672,City Hotel,0,268,2024,October,44,28,2024-10-28,1,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,96.3,0,2
HB-022554,Resort Hotel,0,31,2024,March,13,25,2024-03-25,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,,0,Transient,61.6,1,2
HB-025019,Resort Hotel,0,139,2024,June,23,5,2024-06-05,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40.0,,0,Contract,51.85,0,0
HB-003461,Resort Hotel,0,70,2023,December,50,14,2023-12-14,1,2,1,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,156.0,,0,Transient,21.37,0,0
HB-078521,City Hotel,0,1,2023,October,41,10,2023-10-10,1,1,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,83.0,,0,Transient,12.0,0,1
HB-035251,Resort Hotel,0,0,2025,April,18,28,2025-04-28,0,1,1,0.0,0,BB,AGO,Direct,Direct,1,0,1,A,A,0,No Deposit,,,0,Transient,87.0,1,0
HB-057642,City Hotel,1,447,2024,September,39,29,2024-09-29,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0
HB-015535,Resort Hotel,0,0,2023,July,29,23,2023-07-23,0,1,2,0.0,0,BB,CN,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,134.0,0,0
